Ντόνγκολα;SD;Africa;Sudan;;Ντόνγκολα (DOG);DOG
Ελ Φασέρ;SD;Africa;Sudan;;Ελ Φασέρ (ELF);ELF
Ελ Ομπέιντ;SD;Africa;Sudan;;Ελ Ομπέιντ (EBD);EBD
Γκενέινα;SD;Africa;Sudan;;Γκενέινα (EGN);EGN
Juba;SD;Africa;Sudan;;Juba (JUB);JUB
Χαρτούμ;SD;Africa;Sudan;Civil Airport;Χαρτούμ - Civil Airport (KRT);KRT
Μαλακάλ;SD;Africa;Sudan;;Μαλακάλ (MAK);MAK
Μερόβε;SD;Africa;Sudan;;Μερόβε (MWE);MWE
Νιάλα;SD;Africa;Sudan;;Νιάλα (UYL);UYL
Πορτ Σουδάν;SD;Africa;Sudan;;Πορτ Σουδάν (PZU);PZU
Γουάντι Χάλφα;SD;Africa;Sudan;;Γουάντι Χάλφα (WHF);WHF
Γουάου;SD;Africa;Sudan;;Γουάου (WUU);WUU
Φρίταουν;SL;Africa;Sierra Leone;Lungi Intl;Φρίταουν - Lungi Intl (FNA);FNA
Ντακάρ;SN;Africa;Senegal;;Ντακάρ (DKR);DKR
Μπέρμπερα;SO;Africa;Somalia;;Μπέρμπερα (BBO);BBO
Μποσάσο;SO;Africa;Somalia;;Μποσάσο (BSA);BSA
Μπουράο;SO;Africa;Somalia;;Μπουράο (BUO);BUO
Χαργκέισα;SO;Africa;Somalia;;Χαργκέισα (HGA);HGA
Μογκαντίσου;SO;Africa;Somalia;;Μογκαντίσου (MGQ);MGQ
Μανζίνι;SZ;Africa;Swaziland;;Μανζίνι (MTS);MTS
Μάο;TD;Africa;Chad;;Μάο (AMO);AMO
Ντζαμένα;TD;Africa;Chad;;Ντζαμένα (NDJ);NDJ
Λομέ;TG;Africa;Togo;;Λομέ (LFW);LFW
Τζέρμπα;TN;Africa;Tunisia;;Τζέρμπα (DJE);DJE
Enfidha;TN;Africa;Tunisia; Zine El Abidine Ben Ali International Airport;Enfidha -  Zine El Abidine Ben Ali International Airport (NBE);NBE
Gabes;TN;Africa;Tunisia;Gabes Airport;Gabes - Gabes Airport (GAE);GAE
Γκάφσα;TN;Africa;Tunisia;;Γκάφσα (GAF);GAF
Μοναστίρ;TN;Africa;Tunisia;;Μοναστίρ (MIR);MIR
Sfax;TN;Africa;Tunisia;;Sfax (SFA);SFA
Ταμπάρκα;TN;Africa;Tunisia;;Ταμπάρκα (TBJ);TBJ
Τοζέρ;TN;Africa;Tunisia;;Τοζέρ (TOE);TOE
Τύνιδα;TN;Africa;Tunisia;;Τύνιδα (TUN);TUN
Αρούσα;TZ;Africa;Tanzania;;Αρούσα (ARK);ARK
Μπουκόμπα;TZ;Africa;Tanzania;;Μπουκόμπα (BKZ);BKZ
Νταρ Ες Σαλάαμ;TZ;Africa;Tanzania;;Νταρ Ες Σαλάαμ (DAR);DAR
Ντοντόμα;TZ;Africa;Tanzania;;Ντοντόμα (DOD);DOD
Κιγκόμα;TZ;Africa;Tanzania;;Κιγκόμα (TKQ);TKQ
Κιλιμάντζαρο;TZ;Africa;Tanzania;;Κιλιμάντζαρο (JRO);JRO
Λίντι;TZ;Africa;Tanzania;;Λίντι (LDI);LDI
Μάφια;TZ;Africa;Tanzania;;Μάφια (MFA);MFA
Μτβάρα;TZ;Africa;Tanzania;;Μτβάρα (MYW);MYW
Μουσόμα;TZ;Africa;Tanzania;;Μουσόμα (MUZ);MUZ
Μβάνζα;TZ;Africa;Tanzania;;Μβάνζα (MWZ);MWZ
Πέμπα;TZ;Africa;Tanzania;Wawi;Πέμπα - Wawi (PMA);PMA
Shinyanga;TZ;Africa;Tanzania;Shinyanga Airport;Shinyanga - Shinyanga Airport (SHY);SHY
Ταμπόρα;TZ;Africa;Tanzania;;Ταμπόρα (TBO);TBO
Ζανζιβάρη;TZ;Africa;Tanzania;Kisauni;Ζανζιβάρη - Kisauni (ZNZ);ZNZ
Αρούα;UG;Africa;Uganda;;Αρούα (RUA);RUA
Εντέμπε;UG;Africa;Uganda;;Εντέμπε (EBB);EBB
Γκούλου;UG;Africa;Uganda;;Γκούλου (ULU);ULU
Τζίντζα;UG;Africa;Uganda;;Τζίντζα (JIN);JIN
Πακούμπα;UG;Africa;Uganda;;Πακούμπα (PAF);PAF
Ντζαούντζι;YT;Africa;Mayotte;;Ντζαούντζι (DZA);DZA
 Lanseria;ZA;Africa;South Africa; Lanseria Airport; Lanseria -  Lanseria Airport (HLA);HLA
Αλεξάντερ Μπέι;ZA;Africa;South Africa;;Αλεξάντερ Μπέι (ALJ);ALJ
Μπλουμφοντέιν;ZA;Africa;South Africa;;Μπλουμφοντέιν (BFN);BFN
Κέιπ Τάουν;ZA;Africa;South Africa;;Κέιπ Τάουν (CPT);CPT
Ντουρμπάν;ZA;Africa;South Africa;;Ντουρμπάν (DUR);DUR
Ιστ Λόντον;ZA;Africa;South Africa;;Ιστ Λόντον (ELS);ELS
Τζορτζ;ZA;Africa;South Africa;;Τζορτζ (GRJ);GRJ
Χόεντσπρουιτ;ZA;Africa;South Africa;;Χόεντσπρουιτ (HDS);HDS
Γιοχάνεσμπουργκ;ZA;Africa;South Africa;;Γιοχάνεσμπουργκ (JNB);JNB
Κίμπερλι;ZA;Africa;South Africa;;Κίμπερλι (KIM);KIM
Κρούγκερ Μπουμαλάνγκα;ZA;Africa;South Africa;International Airport;Κρούγκερ Μπουμαλάνγκα - International Airport (MQP);MQP
Μάργκειτ;ZA;Africa;South Africa;;Μάργκειτ (MGH);MGH
Νελσπρούιτ;ZA;Africa;South Africa;;Νελσπρούιτ (NLP);NLP
Παλαμπόρουα;ZA;Africa;South Africa;;Παλαμπόρουα (PHW);PHW
Πιτερμάριτζμπουργκ;ZA;Africa;South Africa;;Πιτερμάριτζμπουργκ (PZB);PZB
Πίτερσμπουργκ;ZA;Africa;South Africa;;Πίτερσμπουργκ (PTG);PTG
Πλέτενμπεργκ Μπέι;ZA;Africa;South Africa;;Πλέτενμπεργκ Μπέι (PBZ);PBZ
Πορτ Ελίζαμπεθ;ZA;Africa;South Africa;;Πορτ Ελίζαμπεθ (PLZ);PLZ
Ρίτσαρντς Μπέι;ZA;Africa;South Africa;;Ρίτσαρντς Μπέι (RCB);RCB
Σκούκουζα;ZA;Africa;South Africa;;Σκούκουζα (SZK);SZK
Σαν Σίτι;ZA;Africa;South Africa;;Σαν Σίτι (NTY);NTY
Ουλούντι;ZA;Africa;South Africa;;Ουλούντι (ULD);ULD
Ουμτάτα;ZA;Africa;South Africa;;Ουμτάτα (UTT);UTT
Ούπινγκτον;ZA;Africa;South Africa;;Ούπινγκτον (UTN);UTN
Τσιπάτα;ZM;Africa;Zambia;;Τσιπάτα (CIP);CIP
Κασάμπα Μπέι;ZM;Africa;Zambia;;Κασάμπα Μπέι (ZKB);ZKB
Κασάμα;ZM;Africa;Zambia;;Κασάμα (KAA);KAA
Λίβινγκστον;ZM;Africa;Zambia;;Λίβινγκστον (LVI);LVI
Λουσάκα;ZM;Africa;Zambia;;Λουσάκα (LUN);LUN
Μφούβε;ZM;Africa;Zambia;;Μφούβε (MFU);MFU
Μονγκού;ZM;Africa;Zambia;;Μονγκού (MNR);MNR
Ντόλα;ZM;Africa;Zambia;;Ντόλα (NLA);NLA
Μπουλαβάγιο;ZW;Africa;Zimbabwe;;Μπουλαβάγιο (BUQ);BUQ
Χαράρε;ZW;Africa;Zimbabwe;;Χαράρε (HRE);HRE
Εθνικό Πάρκο Χβάνγκε ;ZW;Africa;Zimbabwe;;Εθνικό Πάρκο Χβάνγκε  (HWN);HWN
Καρίμπα;ZW;Africa;Zimbabwe;;Καρίμπα (KAB);KAB
Καταρράκτες Βικτόρια;ZW;Africa;Zimbabwe;;Καταρράκτες Βικτόρια (VFA);VFA
Άλτο Ρίο Σενγκουέρ;AR;South America;Argentina;;Άλτο Ρίο Σενγκουέρ (ARR);ARR
Μπάϊα Μπλάνκα;AR;South America;Argentina;;Μπάϊα Μπλάνκα (BHI);BHI
Μπουένος Άιρες;AR;South America;Argentina;Jorge Newbery;Μπουένος Άιρες - Jorge Newbery (AEP);AEP
Μπουένος Άιρες;AR;South America;Argentina;Ministro Pistarini;Μπουένος Άιρες - Ministro Pistarini (EZE);EZE
Καμοντόρο;AR;South America;Argentina;;Καμοντόρο (CRD);CRD
Καταμάρκα;AR;South America;Argentina;;Καταμάρκα (CTC);CTC
Κονκόρντια;AR;South America;Argentina;;Κονκόρντια (COC);COC
Κόρντομπα;AR;South America;Argentina;;Κόρντομπα (COR);COR
Κοριέντες;AR;South America;Argentina;;Κοριέντες (CNQ);CNQ
Ελ Μπoλσόν;AR;South America;Argentina;;Ελ Μπoλσόν (EHL);EHL
Ελ Καλαφάτε;AR;South America;Argentina;;Ελ Καλαφάτε (FTE);FTE
Ελ Μαϊτέν;AR;South America;Argentina;;Ελ Μαϊτέν (EMX);EMX
Εσκουέλ;AR;South America;Argentina;;Εσκουέλ (EQS);EQS
Φορμόσα;AR;South America;Argentina;;Φορμόσα (FMA);FMA
Γκομπερναδόρ Γρεγκόρες;AR;South America;Argentina;;Γκομπερναδόρ Γρεγκόρες (GGS);GGS
Γκόϊα;AR;South America;Argentina;;Γκόϊα (OYA);OYA
Ιγκουασού;AR;South America;Argentina;;Ιγκουασού (IGR);IGR
Χοσέ Ντε Σαν Μαρτίν;AR;South America;Argentina;;Χοσέ Ντε Σαν Μαρτίν (JSM);JSM
Χουχούι;AR;South America;Argentina;;Χουχούι (JUJ);JUJ
Λα Ριόχα;AR;South America;Argentina;;Λα Ριόχα (IRJ);IRJ
Λάγκο Αργεντίνο;AR;South America;Argentina;;Λάγκο Αργεντίνο (ING);ING
Μαλάργουε;AR;South America;Argentina;;Μαλάργουε (LGS);LGS
Μαρ Ντελ Πλάτα;AR;South America;Argentina;;Μαρ Ντελ Πλάτα (MDQ);MDQ
Μεντόζα;AR;South America;Argentina;;Μεντόζα (MDZ);MDZ
Νεούκεν;AR;South America;Argentina;;Νεούκεν (NQN);NQN
Παρανά;AR;South America;Argentina;;Παρανά (PRA);PRA
Πάσο Ντε Λος Λίμπρες;AR;South America;Argentina;;Πάσο Ντε Λος Λίμπρες (AOL);AOL
Περίτο Μορένο;AR;South America;Argentina;;Περίτο Μορένο (PMQ);PMQ
Ποσάδας;AR;South America;Argentina;;Ποσάδας (PSS);PSS
Πρεσεντέσια Ρόκε Σάενζ Πένα;AR;South America;Argentina;;Πρεσεντέσια Ρόκε Σάενζ Πένα (PRQ);PRQ
Πουέρτο Ντεσεάδο;AR;South America;Argentina;;Πουέρτο Ντεσεάδο (PUD);PUD
Πουέρτο Μαντρίν;AR;South America;Argentina;;Πουέρτο Μαντρίν (PMY);PMY
Ρεκονκουίστα;AR;South America;Argentina;;Ρεκονκουίστα (RCQ);RCQ
Ρεσιστένσια;AR;South America;Argentina;;Ρεσιστένσια (RES);RES
Ρίο Κουάρτο;AR;South America;Argentina;;Ρίο Κουάρτο (RCU);RCU
Ρίο Γκαγιέγκος;AR;South America;Argentina;International;Ρίο Γκαγιέγκος - International (RGL);RGL
Ρίο Γκράντε;AR;South America;Argentina;;Ρίο Γκράντε (RGA);RGA
Ρίο Μάγιο;AR;South America;Argentina;;Ρίο Μάγιο (ROY);ROY
Ροσάριο;AR;South America;Argentina;;Ροσάριο (ROS);ROS
Salta;AR;South America;Argentina;Gen Belgrano;Salta - Gen Belgrano (SLA);SLA
Σαν Αντόνιο Οέστε;AR;South America;Argentina;;Σαν Αντόνιο Οέστε (OES);OES
Σαν Κάρλος;AR;South America;Argentina;;Σαν Κάρλος (BRC);BRC
Σαν Χουάν;AR;South America;Argentina;;Σαν Χουάν (UAQ);UAQ
Σαν Χουλιάν;AR;South America;Argentina;;Σαν Χουλιάν (ULA);ULA
Σαν Λούις;AR;South America;Argentina;;Σαν Λούις (LUQ);LUQ
Σαν Μάρτιν ντε λος Άντες;AR;South America;Argentina;;Σαν Μάρτιν ντε λος Άντες (CPC);CPC
Σαν Ραφαέλ;AR;South America;Argentina;;Σαν Ραφαέλ (AFA);AFA
Σάντα Φε ;AR;South America;Argentina;;Σάντα Φε  (SFN);SFN
Σάντα Ρόζα ;AR;South America;Argentina;;Σάντα Ρόζα  (RSA);RSA
Τρελέου;AR;South America;Argentina;;Τρελέου (REL);REL
Τουκουμάν;AR;South America;Argentina;;Τουκουμάν (TUC);TUC
Ουσουάια;AR;South America;Argentina;;Ουσουάια (USH);USH
Βιέντμα;AR;South America;Argentina;;Βιέντμα (VDM);VDM
Βίγια Γκεζέλ;AR;South America;Argentina;;Βίγια Γκεζέλ (VLG);VLG
Βίγια Μερσέντες;AR;South America;Argentina;;Βίγια Μερσέντες (VME);VME
Κομπίχα;BO;South America;Bolivia;;Κομπίχα (CIJ);CIJ
Κοτσαμπάμπα;BO;South America;Bolivia;;Κοτσαμπάμπα (CBB);CBB
Γκουαγιαραμερίν;BO;South America;Bolivia;;Γκουαγιαραμερίν (GYA);GYA
Λα Παζ;BO;South America;Bolivia;;Λα Παζ (LPB);LPB
Πουέρτο Σουάρεζ;BO;South America;Bolivia;;Πουέρτο Σουάρεζ (PSZ);PSZ
Ριμπεράλτα;BO;South America;Bolivia;;Ριμπεράλτα (RIB);RIB
Σάντα Κρουζ;BO;South America;Bolivia;;Σάντα Κρουζ (VVI);VVI
Σούκρε;BO;South America;Bolivia;;Σούκρε (SRE);SRE
Ταριχά;BO;South America;Bolivia;;Ταριχά (TJA);TJA
Τρινιντάντ;BO;South America;Bolivia;;Τρινιντάντ (TDD);TDD
Alta Floresta;BR;South America;Brazil;Alta Floresta;Alta Floresta (AFL);AFL
Αλταμίρα;BR;South America;Brazil;;Αλταμίρα (ATM);ATM
Αράκα;BR;South America;Brazil;;Αράκα (AJU);AJU
Αρακατούμπα;BR;South America;Brazil;;Αρακατούμπα (ARU);ARU
Αραγκουάινα;BR;South America;Brazil;;Αραγκουάινα (AUX);AUX
Αραπότι;BR;South America;Brazil;;Αραπότι (AAG);AAG
Araxa;BR;South America;Brazil;Araxa Airport;Araxa - Araxa Airport (AAX);AAX
Μπαρέιρας;BR;South America;Brazil;;Μπαρέιρας (BRA);BRA
Μπαούρου;BR;South America;Brazil;;Μπαούρου (BAU);BAU
Bauru/Arealva;BR;South America;Brazil;Bauru-Arealva Airport;Bauru/Arealva - Bauru-Arealva Airport (JTC);JTC
Μπέλεμ;BR;South America;Brazil;;Μπέλεμ (BEL);BEL
Μπέλο Οριζόντε;BR;South America;Brazil;Tancredo Neves Intl.;Μπέλο Οριζόντε - Tancredo Neves Intl. (CNF);CNF
Μπέλο Οριζόντε;BR;South America;Brazil;Pampulha;Μπέλο Οριζόντε - Pampulha (PLU);PLU
Μποαβίστα;BR;South America;Brazil;;Μποαβίστα (BVB);BVB
Bonito;BR;South America;Brazil;Bonito Airport;Bonito - Bonito Airport (BYO);BYO
Μπραζίλια;BR;South America;Brazil;;Μπραζίλια (BSB);BSB
Cacoal;BR;South America;Brazil;;Cacoal (OAL);OAL
Καμπίνα Γκράντε;BR;South America;Brazil;;Καμπίνα Γκράντε (CPV);CPV
Κάμπο Γκράντε;BR;South America;Brazil;;Κάμπο Γκράντε (CGR);CGR
Κάμπος;BR;South America;Brazil;;Κάμπος (CAW);CAW
Καράχας;BR;South America;Brazil;;Καράχας (CKS);CKS
Κασκαβέλ;BR;South America;Brazil;;Κασκαβέλ (CAC);CAC
Κασίας Ντο Σουλ;BR;South America;Brazil;;Κασίας Ντο Σουλ (CXJ);CXJ
Τσαπέκο;BR;South America;Brazil;;Τσαπέκο (XAP);XAP
Κορούμπα;BR;South America;Brazil;;Κορούμπα (CMG);CMG
Κρικιούμα;BR;South America;Brazil;;Κρικιούμα (CCM);CCM
Κρουζέιρο Ντο Σουλ;BR;South America;Brazil;;Κρουζέιρο Ντο Σουλ (CZS);CZS
Κουγιάμπα;BR;South America;Brazil;;Κουγιάμπα (CGB);CGB
Κουριτίμπα;BR;South America;Brazil;;Κουριτίμπα (CWB);CWB
Ντουράντος;BR;South America;Brazil;;Ντουράντος (DOU);DOU
Φερνάντο Ντε Νορόνχα;BR;South America;Brazil;;Φερνάντο Ντε Νορόνχα (FEN);FEN
Φλοριανόπολις;BR;South America;Brazil;;Φλοριανόπολις (FLN);FLN
Φορταλέζα;BR;South America;Brazil;;Φορταλέζα (FOR);FOR
Φράνκα;BR;South America;Brazil;;Φράνκα (FRC);FRC
Γκοϊανία;BR;South America;Brazil;;Γκοϊανία (GYN);GYN
Γκοβερναντόρ Βαλαντάρες;BR;South America;Brazil;;Γκοβερναντόρ Βαλαντάρες (GVR);GVR
Καταρράκτες Ιγκουασού;BR;South America;Brazil;;Καταρράκτες Ιγκουασού (IGU);IGU
Ιλέους;BR;South America;Brazil;;Ιλέους (IOS);IOS
Ιμπερατρίζ;BR;South America;Brazil;;Ιμπερατρίζ (IMP);IMP
Ιπατίνγκα;BR;South America;Brazil;;Ιπατίνγκα (IPN);IPN
Ιταϊτούμπα;BR;South America;Brazil;;Ιταϊτούμπα (ITB);ITB
Ζακαρεακάνγκα;BR;South America;Brazil;;Ζακαρεακάνγκα (JCR);JCR
Ζι-Παρανά;BR;South America;Brazil;;Ζι-Παρανά (JPR);JPR
Ζοάο Πεσόα;BR;South America;Brazil;;Ζοάο Πεσόα (JPA);JPA
Τζόινβιλ;BR;South America;Brazil;;Τζόινβιλ (JOI);JOI
Ζουαζέιρο Ντο Νόρτε;BR;South America;Brazil;;Ζουαζέιρο Ντο Νόρτε (JDO);JDO
Ζουίζ Ντε Φόρα;BR;South America;Brazil;;Ζουίζ Ντε Φόρα (JDF);JDF
Λάγκες;BR;South America;Brazil;;Λάγκες (LAJ);LAJ
Λοντρίνα;BR;South America;Brazil;;Λοντρίνα (LDB);LDB
Macae;BR;South America;Brazil;Macae Airport;Macae - Macae Airport (MEA);MEA
Μακάπα;BR;South America;Brazil;;Μακάπα (MCP);MCP
Μασέιο;BR;South America;Brazil;;Μασέιο (MCZ);MCZ
Μανάους;BR;South America;Brazil;;Μανάους (MAO);MAO
Μαράμπα;BR;South America;Brazil;;Μαράμπα (MAB);MAB
Μαρίλια;BR;South America;Brazil;;Μαρίλια (MII);MII
Μαρίνγκα;BR;South America;Brazil;;Μαρίνγκα (MGF);MGF
Μόντε Ντουράντο;BR;South America;Brazil;;Μόντε Ντουράντο (MEU);MEU
Μόντες Κλάρος;BR;South America;Brazil;;Μόντες Κλάρος (MOC);MOC
Μουκούρι;BR;South America;Brazil;;Μουκούρι (MVS);MVS
Νατάλ;BR;South America;Brazil;;Νατάλ (NAT);NAT
Ναβεγκάντες;BR;South America;Brazil;;Ναβεγκάντες (NVT);NVT
Πάλμας;BR;South America;Brazil;;Πάλμας (PMW);PMW
Parintins;BR;South America;Brazil;Parintins Airport;Parintins - Parintins Airport (PIN);PIN
Παρναΐμπα;BR;South America;Brazil;;Παρναΐμπα (PHB);PHB
Πάσο Φούντο ;BR;South America;Brazil;;Πάσο Φούντο  (PFB);PFB
Patos De Minas;BR;South America;Brazil;Patos De Minas;Patos De Minas (POJ);POJ
Πελότας;BR;South America;Brazil;;Πελότας (PET);PET
Πετρολίνα;BR;South America;Brazil;;Πετρολίνα (PNZ);PNZ
Πόντα Πόρα;BR;South America;Brazil;;Πόντα Πόρα (PMG);PMG
Πόρτο Αλέγκρε;BR;South America;Brazil;;Πόρτο Αλέγκρε (POA);POA
Πόρτο Σεγκούρο;BR;South America;Brazil;;Πόρτο Σεγκούρο (BPS);BPS
Πόρτο Βέλχο;BR;South America;Brazil;;Πόρτο Βέλχο (PVH);PVH
Πρεσιντέντε Προυντέντε;BR;South America;Brazil;;Πρεσιντέντε Προυντέντε (PPB);PPB
Ρεσίφε;BR;South America;Brazil;;Ρεσίφε (REC);REC
Ριμπεϊράο Πρέτο;BR;South America;Brazil;;Ριμπεϊράο Πρέτο (RAO);RAO
Ρίο Μπράνκο;BR;South America;Brazil;;Ρίο Μπράνκο (RBR);RBR
Ρίο ντε Τζανέιρο;BR;South America;Brazil;Όλα τα αεροδρόμια;Ρίο ντε Τζανέιρο - Όλα τα αεροδρόμια (RIO);RIO
Ρίο ντε Τζανέιρο;BR;South America;Brazil;Santos Dumont Airport;Ρίο ντε Τζανέιρο - Santos Dumont Airport (SDU);SDU
Ρίο ντε Τζανέιρο;BR;South America;Brazil;;Ρίο ντε Τζανέιρο (GIG);GIG
Ρίο Γκράντε;BR;South America;Brazil;;Ρίο Γκράντε (RIG);RIG
Ρίο Βέρντε;BR;South America;Brazil;;Ρίο Βέρντε (RVD);RVD
Rondonopolis;BR;South America;Brazil;Rondonopolis Airport;Rondonopolis - Rondonopolis Airport (ROO);ROO
Σαλβαντόρε;BR;South America;Brazil;;Σαλβαντόρε (SSA);SSA
Σάντα Μαρία ;BR;South America;Brazil;;Σάντα Μαρία  (RIA);RIA
Σανταρέμ;BR;South America;Brazil;;Σανταρέμ (STM);STM
Σάντο Άντζελο;BR;South America;Brazil;;Σάντο Άντζελο (GEL);GEL
Sao Joao Del Rei ;BR;South America;Brazil;Sao Joao Del Rei Railway Station;Sao Joao Del Rei  - Sao Joao Del Rei Railway Station (JDR);JDR
Sao Jose Do Rio Preto;BR;South America;Brazil;;Sao Jose Do Rio Preto (SJP);SJP
Σάο Πάολο;BR;South America;Brazil;Santos Airport;Σάο Πάολο - Santos Airport (SSZ);SSZ
Σάο Πάολο;BR;South America;Brazil;International Campinas;Σάο Πάολο - International Campinas (CPQ);CPQ
Σάο Πάολο;BR;South America;Brazil;Sao Jose Dos Campos Airport;Σάο Πάολο - Sao Jose Dos Campos Airport (SJK);SJK
Σάο Πάολο;BR;South America;Brazil;Όλα τα αεροδρόμια;Σάο Πάολο - Όλα τα αεροδρόμια (SAO);SAO
Σάο Πάολο;BR;South America;Brazil;Congonhas;Σάο Πάολο - Congonhas (CGH);CGH
Σάο Πάολο;BR;South America;Brazil;Guarulhos Intl;Σάο Πάολο - Guarulhos Intl (GRU);GRU
Σάο Πάολο;BR;South America;Brazil;Viracopos;Σάο Πάολο - Viracopos (VCP);VCP
Σάου Λουίζ;BR;South America;Brazil;;Σάου Λουίζ (SLZ);SLZ
Sinop;BR;South America;Brazil;Sinop Airport;Sinop - Sinop Airport (OPS);OPS
Σοροκάμπα;BR;South America;Brazil;;Σοροκάμπα (SOD);SOD
Ταμπατίνγκα;BR;South America;Brazil;;Ταμπατίνγκα (TBT);TBT
Τέφε;BR;South America;Brazil;;Τέφε (TFF);TFF
Τερεσίνα;BR;South America;Brazil;;Τερεσίνα (THE);THE
Τολέδο - Οχάιο;BR;South America;Brazil;;Τολέδο - Οχάιο (TOW);TOW
Τρομπέτας;BR;South America;Brazil;;Τρομπέτας (TMT);TMT
Τουκουρούι;BR;South America;Brazil;;Τουκουρούι (TUR);TUR
Ουμπεράμπα;BR;South America;Brazil;;Ουμπεράμπα (UBA);UBA
Ουμπερλάντια;BR;South America;Brazil;;Ουμπερλάντια (UDI);UDI
Ουρουγκουαϊάνα;BR;South America;Brazil;;Ουρουγκουαϊάνα (URG);URG
Βαργκίνχα;BR;South America;Brazil;;Βαργκίνχα (VAG);VAG
Βιλένα;BR;South America;Brazil;;Βιλένα (BVH);BVH
Βιτόρια;BR;South America;Brazil;Eurico Sales Airport;Βιτόρια - Eurico Sales Airport (VIX);VIX
Βιτόρια ντα Κονκουίστα;BR;South America;Brazil;;Βιτόρια ντα Κονκουίστα (VDC);VDC
Αντοφαγκάστα;CL;South America;Chile;;Αντοφαγκάστα (ANF);ANF
Αρίκα;CL;South America;Chile;;Αρίκα (ARI);ARI
Μπαλμασέντα;CL;South America;Chile;;Μπαλμασέντα (BBA);BBA
Καλαμά;CL;South America;Chile;;Καλαμά (CJC);CJC
Τσιλάν;CL;South America;Chile;;Τσιλάν (YAI);YAI
Κονσεπσιόν;CL;South America;Chile;;Κονσεπσιόν (CCP);CCP
Κοπιάπο;CL;South America;Chile;;Κοπιάπο (CPO);CPO
Easter Island;CL;South America;Chile;Mataveri International Airport;Easter Island - Mataveri International Airport (IPC);IPC
Ελ Σαλβαδόρ;CL;South America;Chile;;Ελ Σαλβαδόρ (ESR);ESR
Ικίκε;CL;South America;Chile;;Ικίκε (IQQ);IQQ
Λα Σερένα;CL;South America;Chile;;Λα Σερένα (LSC);LSC
Osorno;CL;South America;Chile;Cañal Bajo Airport;Osorno - Cañal Bajo Airport (ZOS);ZOS
Pucon;CL;South America;Chile;Pucon Airport;Pucon - Pucon Airport (ZPC);ZPC
Πουέρτο Μοντ;CL;South America;Chile;;Πουέρτο Μοντ (PMC);PMC
Puerto Natales;CL;South America;Chile;Teniente J. Gallardo;Puerto Natales - Teniente J. Gallardo (PNT);PNT
Πούντα Αρένας;CL;South America;Chile;;Πούντα Αρένας (PUQ);PUQ
Σαντιάγκο;CL;South America;Chile;;Σαντιάγκο (SCL);SCL
Τεμούκο;CL;South America;Chile;;Τεμούκο (ZCO);ZCO
Βαλντίβια;CL;South America;Chile;;Βαλντίβια (ZAL);ZAL
Απαρτάδο;CO;South America;Colombia;;Απαρτάδο (APO);APO
Αραούκα;CO;South America;Colombia;;Αραούκα (AUC);AUC
Αρμενία;CO;South America;Colombia;;Αρμενία (AXM);AXM
Μπαχία Σολάνο;CO;South America;Colombia;;Μπαχία Σολάνο (BSC);BSC
Μπαρανκαμπερμέχα;CO;South America;Colombia;;Μπαρανκαμπερμέχα (EJA);EJA
Μπαρανγκουίλα;CO;South America;Colombia;;Μπαρανγκουίλα (BAQ);BAQ
Μπογκοτά;CO;South America;Colombia;;Μπογκοτά (BOG);BOG
Μπουκαραμάνγκα;CO;South America;Colombia;;Μπουκαραμάνγκα (BGA);BGA
Κάλι;CO;South America;Colombia;;Κάλι (CLO);CLO
Καρθαγένη;CO;South America;Colombia;;Καρθαγένη (CTG);CTG
Καυκάσια;CO;South America;Colombia;;Καυκάσια (CAQ);CAQ
Κοντότο;CO;South America;Colombia;;Κοντότο (COG);COG
Κουκούτα;CO;South America;Colombia;;Κουκούτα (CUC);CUC
Ελ Γιοπάλ;CO;South America;Colombia;;Ελ Γιοπάλ (EYP);EYP
Φλορένσια;CO;South America;Colombia;;Φλορένσια (FLA);FLA
Ιμπάγκουε;CO;South America;Colombia;;Ιμπάγκουε (IBE);IBE
Ιπιάλες;CO;South America;Colombia;;Ιπιάλες (IPI);IPI
Λετίσια;CO;South America;Colombia;;Λετίσια (LET);LET
Μανιζάλες;CO;South America;Colombia;;Μανιζάλες (MZL);MZL
Μέντελιν;CO;South America;Colombia;Enrique Olaya Herrera;Μέντελιν - Enrique Olaya Herrera (EOH);EOH
Μέντελιν;CO;South America;Colombia;Jose Marie Cordova;Μέντελιν - Jose Marie Cordova (MDE);MDE
Μοντερία;CO;South America;Colombia;;Μοντερία (MTR);MTR
Νεΐβα;CO;South America;Colombia;;Νεΐβα (NVA);NVA
Οτού;CO;South America;Colombia;;Οτού (OTU);OTU
Πάστο;CO;South America;Colombia;;Πάστο (PSO);PSO
Περέιρα;CO;South America;Colombia;;Περέιρα (PEI);PEI
Πουέρτο Μπέριο;CO;South America;Colombia;;Πουέρτο Μπέριο (PBE);PBE
Κουίμπντο;CO;South America;Colombia;;Κουίμπντο (UIB);UIB
Ριοχάτσα;CO;South America;Colombia;;Ριοχάτσα (RCH);RCH
Νήσος Σαν Αντρές;CO;South America;Colombia;;Νήσος Σαν Αντρές (ADZ);ADZ
Σάντα Μάρτα;CO;South America;Colombia;;Σάντα Μάρτα (SMR);SMR
Τουμάκο;CO;South America;Colombia;;Τουμάκο (TCO);TCO
Βαγιεντουπάρ;CO;South America;Colombia;;Βαγιεντουπάρ (VUP);VUP
Κουένκα;EC;South America;Ecuador;;Κουένκα (CUE);CUE
